,zip_code,zip_freq
358910,41129,22
358911,41101,833
358928,45638,154
358947,41102,714
358998,25702,104
359014,25704,104
359054,25535,1
359101,45619,44
359186,45658,2
359317,25703,24
360102,41169,35
360734,25570,14
360917,25514,1
360918,41230,52
360928,25555,2
360933,41240,39
360955,41139,26
361008,41255,3
361168,26155,7
361193,26159,6
361209,43942,4
361211,43910,64
361219,43908,4
361220,43907,51
361224,43946,36
361250,43718,70
361260,43716,10
361296,26105,672
361551,43986,21
361608,43914,20
361655,43793,12
361657,26134,20
361667,26187,114
361673,45750,1050
361753,45742,16
361756,45768,45
361771,26415,2
361772,26456,60
361869,45784,52
361951,45729,14
362041,26184,38
362176,26201,63
362220,26426,322
362433,26452,495
362493,26250,20
362509,26385,11
362510,26253,63
362517,26241,130
362539,26260,276
362576,26283,98
362641,26287,9
362644,26292,8
362646,26847,182
362672,26833,32
362739,45745,1
362797,27006,4
362801,27013,119
362869,28147,180
362874,28634,54
362880,28625,104
362882,28144,370
362887,28159,209
362898,27028,6
362914,27012,1
362975,28660,7
363021,28023,64
363118,28670,2
363193,27299,8
363221,28636,3
363222,28654,3
363226,27265,8
363230,27410,14
363237,27207,6
363243,27344,14
363246,27502,50
363247,27330,520
363279,27283,3
363282,28327,678
363284,27209,2
363285,27231,25
363290,27215,255
363409,27217,102
363511,27229,7
363512,27371,120
363527,28379,154
363529,28315,728
363537,28374,890
363547,27376,55
363556,28001,61
363575,27281,16
363576,28127,225
363585,27258,3
363586,27249,9
363587,27253,66
363601,27377,5
363614,28387,121
363666,27244,5
363833,27306,40
363900,28128,338
363963,28091,4
364065,28373,8
364066,28396,2
364138,27356,6
364427,28338,9
364608,27332,672
364786,28394,27
364804,27205,2
364872,28326,580
365051,27312,123
365081,27316,1
365185,27523,24
365347,27233,4
365367,27517,88
365414,27260,2
365416,27262,2
365449,27243,5
365506,27278,57
365568,27405,7
365575,27407,7
365582,27455,7
365649,27292,162
365803,27340,3
365806,27516,84
365849,27712,115
365854,27707,185
365859,27713,305
365871,27704,135
365881,27705,160
365886,27514,60
366640,27510,9
366676,27519,150
366872,27701,135
367483,27501,8
367513,27503,5
367518,27504,150
367620,27505,63
367677,27509,1
367678,27560,120
367688,27703,395
367721,27511,99
367820,27513,150
367960,27508,1
367961,27882,9
367964,27571,9
367965,27616,318
367971,27545,25
367972,27587,111
367975,27591,75
367991,27614,294
368004,27604,240
368010,27597,72
368116,27617,156
368146,27822,17
368155,27807,14
368197,27596,92
368219,27615,186
368229,27557,10
368661,27816,6
368969,27613,216
369082,27522,20
369575,27581,3
369710,27518,57
369834,27520,988
370378,27521,12
370419,27524,11
370908,27529,144
370964,27530,153
371032,27863,54
371035,28365,90
371041,27534,138
371068,28551,104
371076,27527,648
371863,27830,90
371873,27569,126
372040,28333,30
372048,28580,58
372139,27539,26
372164,27542,17
372238,27546,32
372279,27568,3
372282,27880,18
372285,27576,112
372310,27893,1080
372347,27896,760
372396,27577,136
372461,27540,129
372657,27851,11
372688,28339,30
373304,27603,372
373592,27606,186
373772,27607,126
373898,27608,108
374006,27609,252
374216,27610,474
374354,27612,270
374702,27601,96
375760,27801,148
375810,27803,112
375836,27804,232
375914,27605,42
376112,27805,6
376115,27806,195
376205,27812,72
376221,28590,546
376224,27834,5796
376270,27858,5934
376296,27813,4
376299,27817,17
376306,27874,5
376353,27886,104
376377,27869,2
376379,27808,112
376393,28560,237
376395,27875,6
376401,28562,278
376411,28519,36
376414,27810,23
376443,27823,16
376447,27925,105
376462,27892,102
376474,27871,15
376591,27857,4
376638,27860,2
376641,27889,1350
376911,27864,11
376965,27829,20
376981,28586,34
377191,27828,32
377594,27852,3
377959,27937,6
377990,27837,22
378208,27878,18
378338,27883,6
378415,28523,4
378443,27983,88
378483,27846,2
378484,27970,4
378485,27962,120
378563,27932,27
378971,27856,225
379017,27891,7
379215,28501,60
379217,28504,88
379237,28538,6
379262,28578,4
379266,27915,385
379669,27921,132
379700,27944,12
379704,27980,1
379722,27939,8
379725,27974,45
379747,27949,62
379807,28530,11
379809,27920,6
379847,27936,8
379857,27948,70
379858,27959,38
379907,27953,2
379909,27954,34
379959,27943,10
380064,27960,8
380075,27968,2
380077,27972,1
380078,27982,1
380145,28682,15
380146,28052,193
380147,28016,77
380148,28077,5
380150,28054,194
380151,28031,314
380153,28650,54
380155,28034,553
380161,28092,332
380164,28037,1326
380178,28036,170
380182,28117,696
380186,28078,828
380208,28129,11
380209,28170,20
380212,28133,3
380216,28103,19
380223,28012,1951
380505,28114,16
380506,28018,11
380507,28655,401
380513,29302,54
380515,28604,211
380516,28761,78
380519,29340,21
380525,29307,64
380527,28150,1062
380540,28043,402
380546,28139,52
380549,28040,38
380554,28160,14
380555,28152,849
380567,29323,28
380590,29341,13
380593,28021,150
380601,28602,430
380618,28168,30
380648,28025,1104
381533,28612,48
381541,28167,7
381594,28690,40
381601,28658,847
381667,28756,17
381747,28090,27
381817,29379,195
381842,28605,36
381858,29330,5
381868,28752,1344
381902,29372,3
381947,28646,30
381972,28645,147
381992,29031,24
382077,28657,49
382081,29702,22
382150,29126,1
382313,28607,336
382321,29178,2
382366,29353,12
382465,28622,8
382532,28135,6
382621,28086,118
382623,28080,34
382641,28056,168
382648,28164,639
382759,28098,240
382801,28115,404
382814,28120,346
383413,28033,9
383843,28032,35
383850,29732,1160
383854,29710,318
383856,28202,1025
383863,29715,276
383864,28226,1350
383873,28210,2055
383878,28269,2620
383883,28214,1530
383888,28209,1200
383893,28278,870
383912,28217,520
383917,28173,215
383919,28277,1945
383924,28205,2110
383939,28207,495
383945,28146,337
384029,28075,360
384169,28027,960
384388,28071,24
384405,28083,70
384411,28138,96
384441,29745,1113
384823,29743,12
384965,28124,144
385077,28208,1370
385082,29720,2762
385093,28211,1250
385162,29730,1040
385202,28216,1615
385253,28270,1095
385278,29707,18
385290,28206,295
385593,28134,449
385609,29708,137
385707,28273,1035
385861,28204,290
386080,28203,540
388905,28079,88
388931,28081,41
388971,28097,11
389150,28101,6
389201,28088,5
389426,29520,70
389434,29709,70
389439,29596,22
389459,28107,336
389641,28110,2319
389656,28112,1260
389804,28104,464
390453,29728,28
390454,28345,128
390551,28105,807
391584,28613,83
391608,29742,45
391741,29726,11
391817,28609,68
391862,28163,36
391868,28174,48
391899,28227,1105
391927,29550,246
391966,29718,51
392030,28166,35
392114,29067,21
392214,28212,1015
392374,28213,1345
392439,28215,1945
392671,28262,730
393480,28301,363
393788,28303,1034
394107,28304,1353
394503,28305,363
394602,28306,1377
394888,28386,8
394892,28376,99
394893,28390,510
394899,28348,114
394901,28314,2145
394923,28312,508
394934,28311,1100
396815,28391,8
396858,28323,12
401281,28356,88
402187,28371,18
402386,28395,10
402418,28344,1
402609,28357,2
402903,28318,5
402907,28320,7
402919,28341,3
402931,28328,1128
403411,28343,15
403416,29512,53
403417,28431,11
403429,28382,7
403430,28358,208
403435,28472,102
403442,28334,26
403528,28337,82
403573,28450,13
403611,28438,21
403656,28433,10
403692,28399,8
403718,28352,64
403933,28398,88
403979,28366,3
404027,28385,5
404033,28340,36
404057,28518,39
404060,28364,5
404070,28349,5
404072,28574,526
404086,28466,462
404121,28521,10
404123,28351,21
404217,28458,65
404247,28464,4
404318,28572,11
404319,28454,29
404582,28360,44
404628,28369,1
404629,29569,48
404631,28463,11
404634,28430,8
404639,28372,8
404647,29563,50
404652,28377,1
404693,28383,1
404744,29536,105
404770,29544,3
404777,29526,1570
404795,29511,9
404813,29574,20
404814,29581,24
404859,28432,6
404862,29545,4
404864,29547,2
405027,28456,6
405028,28444,3
405029,28401,684
405109,28403,332
405397,28441,8
405422,28425,22
405434,28435,7
405447,28421,24
405474,28478,50
405479,28457,486
405562,28405,564
405658,28409,392
405730,28411,732
405830,28412,960
405938,28422,133
405949,28423,4
405953,28467,237
405954,28451,1780
405960,28469,153
405966,28470,88
405968,28468,109
405986,28429,36
406011,28436,2
406048,28428,97
407283,28479,95
407315,28443,510
407357,28445,395
407402,28449,18
407448,29566,435
407454,29572,163
407455,29582,375
407549,28462,54
408792,28460,359
408822,28461,693
408920,28465,373
409538,28480,14
409551,28510,20
409560,28511,36
409564,28516,194
409566,28531,14
409571,28528,6
409574,28512,183
409621,28515,4
409651,28573,8
409654,28571,33
409655,28570,1815
409672,28532,166
409675,28556,13
409695,28557,94
409746,28540,7252
409830,28546,10164
411872,28585,160
412623,28581,3
412678,28587,1
412745,28529,4
413030,28584,252
413217,28555,424
413456,28594,75
413712,28582,75
416852,28601,990
416981,28606,5
417053,28610,126
417375,28777,70
417377,28705,32
417386,28617,12
417389,28638,660
417434,28624,33
417465,28626,20
417565,28640,391
417582,28694,138
417585,28678,14
417587,28643,77
417596,28630,156
417635,28651,4
417653,28644,4
417661,28681,362
418257,37687,6
418267,37658,77
418304,28677,332
418547,28692,24
418559,28701,85
418599,28704,119
418634,28723,11
418635,28751,57
418636,28785,342
418643,28721,440
418651,28786,618
418663,28779,46
418717,28716,702
418742,28708,1
418743,28712,110
418747,28711,63
418785,28713,9
418787,28714,180
419001,29356,15
419002,28742,8
419003,28766,6
419004,28730,1650
419029,28732,294
419032,28746,76
419033,28803,162
419264,29687,14
419266,29671,12
419274,28773,84
419278,28739,368
419297,28731,285
419302,28729,88
419315,28717,1
419581,28736,4
419625,30525,1710
419716,28789,31
419721,28745,9
419827,28725,6
420057,28722,255
420192,28726,13
420206,28792,477
420212,28801,46
420216,28759,51
420218,28791,254
420221,28806,130
420241,28805,92
420521,28771,9
420522,28734,638
420704,28740,6
420944,28778,38
421014,28762,12
421607,37885,28
421803,28743,40
421838,28753,420
421994,28754,20
421998,28757,1
422066,28804,74
422163,28782,74
422192,28787,168
422318,28901,80
422363,28904,44
422375,28905,81
422402,28906,691
422483,29001,1
422484,29154,189
422486,29150,221
422488,29102,174
422508,29153,61
422514,29003,13
422524,29040,146
422539,29020,240
422583,29010,10
422625,29069,48
422676,29058,9
422689,29128,10
422888,29556,6
422915,29148,24
422973,29125,2
423440,29706,784
423456,29055,33
423459,29714,13
423606,29016,29
423630,29018,5
423635,29133,1
423636,29118,44
423640,29142,84
423646,29477,13
423647,29115,64
423654,29437,20
423681,29471,4
423685,29059,16
423725,29030,20
423745,29078,7
423747,29130,77
423754,29033,12
423766,29036,102
423829,29038,4
423834,29112,4
423838,29817,8
423844,29039,8
423882,29042,9
423891,29160,10
423893,29810,30
423905,29827,20
423915,29853,114
423929,29812,29
423937,29843,3
423938,29045,183
424138,29113,10
424157,29911,1
424160,29164,9
424166,29929,2
424176,29481,2
424182,29856,99
424210,29146,63
424268,29432,8
424274,29047,10
424299,29829,446
424302,29388,120
424307,29860,169
424317,29824,56
424328,29649,819
424341,29138,24
424344,29847,321
424410,29129,4
424411,29801,172
424417,29646,546
424430,29127,18
424433,29108,24
424437,29360,8
424439,29332,9
424440,29832,22
424444,29841,226
424453,29325,120
424576,29374,1
424582,29376,9
424602,29166,4
424612,29335,2
424670,29145,1
424697,29645,1
424703,29384,81
424782,29180,21
424852,29717,6
425066,29163,6
425074,29168,15
425076,29044,6
425138,29448,3
425139,29048,9
425153,29472,36
425248,29532,210
425259,29114,6
425260,29501,4250
425290,29052,4
425294,29053,40
425298,29061,48
425306,29209,375
425411,29054,49
425425,29560,602
425467,29431,7
425481,29063,24
425499,29072,702
425517,29204,270
425565,29073,450
425601,29210,270
425616,29169,8
425618,29212,331
425726,29201,120
426002,29203,315
426017,29170,16
426278,29205,210
426346,29070,8
427364,29591,12
427372,29469,1
427453,29564,5
427486,29461,117
427506,29541,70
427510,29161,32
427878,29229,735
427931,29924,99
427964,29944,5
427987,29488,26
427995,29123,5
427996,29505,1755
428349,29506,1110
428714,29803,389
428798,29805,15
428841,29851,102
428920,30904,2134
428931,30901,661
428942,30909,3575
428953,30815,242
428961,29842,53
428995,30906,3598
429191,29809,10
429195,29828,1
429282,29831,272
433059,29223,210
433204,29206,286
433279,29172,2
434658,29301,76
434712,29303,58
434746,29306,40
434760,29316,162
434812,29365,79
434818,29349,218
434821,29334,134
434827,29322,15
434863,29369,94
434978,29385,9
435189,29377,1
435384,29651,48
435404,29650,42
435719,29644,2
435735,29401,552
435975,29403,392
436143,29418,50
436144,29407,616
436152,29445,220
436154,29410,48
436155,29485,647
436168,29451,44
436169,29414,888
436196,29486,660
436200,29456,79
436201,29464,1500
436213,29483,560
436233,29466,1656
436262,29420,70
436296,29412,781
436324,29405,66
436360,29406,46
436632,29492,464
436738,29455,63
436745,29470,8
437129,29449,68
437833,29439,6
444026,29681,16
444028,29680,16
444030,29605,184
444053,29607,138
444081,29615,92
444160,29662,2
444351,29429,53
444406,29435,6
444478,29510,53
444500,29440,1560
444520,29453,68
445063,29438,4
445428,29907,302
445432,29920,24
445433,29902,150
445493,29458,7
446649,29945,2
446685,29926,230
446734,29940,24
446868,29906,208
447465,29936,207
447976,29565,22
447983,29527,860
447997,29540,35
448322,29554,8
448323,29583,4
448326,29555,18
450248,29571,792
450277,29592,2
450308,29575,183
450310,29576,172
450311,29585,93
450313,29588,160
450696,29579,318
450810,29577,282
450852,29584,4
451708,29601,46
451754,29609,69
451800,29611,184
451869,29620,215
451874,29621,470
452024,29624,50
452074,29625,230
452637,29617,23
452660,29673,69
452745,29640,8
452801,29642,11
452829,29626,150
452929,29627,21
452935,29630,84
453013,29631,20
453030,29696,24
453036,29678,207
453054,29676,228
453092,29670,10
453107,29672,126
453125,29639,8
453126,29669,4
453127,29697,15
453130,29654,3
453134,29684,3
453172,30635,51
453174,29655,6
453206,29657,135
453352,29667,5
453381,29689,5
453685,30563,78
453691,30531,30
453692,30535,34
453693,29686,2
453695,30552,20
453699,30523,71
453779,29693,133
453805,30537,46
453807,30576,23
453945,29685,40
454071,29691,16
454156,30557,216
454170,30577,80
454378,30581,1
454780,29704,44
454929,29729,14
455034,29835,62
455035,30817,52
455043,30668,9
455046,29845,4
455110,29821,8
455145,30907,1866
455159,30813,554
455160,30809,752
455222,30467,116
455294,30802,22
455315,30673,234
455390,30814,192
455591,30824,130
456098,30830,130
457819,29909,1780
457829,29910,2950
457850,29928,634
459863,29915,21
459887,29935,51
460359,29918,5
460363,29927,61
460369,30461,81
460375,31312,249
460376,31329,1659
460400,30415,40
460423,31407,615
460445,31405,1220
460450,31326,414
460452,31404,1097
460471,31410,750
460481,31415,255
460486,31401,860
460491,31406,750
461038,31408,222
461970,31322,286
461974,31419,2520
461986,30002,53
462004,30004,1385
462021,30005,129
462049,30008,1440
462239,30009,152
462251,30011,1394
462370,30012,106
462388,30013,121
462408,30014,2038
463002,30016,2673
465139,31302,319
465488,30017,846
465692,30019,282
465730,30022,184
465744,30024,358
465768,30025,53
465789,30028,378
465847,30030,1260
466057,30032,2839
466067,30033,2089
466407,30034,2010
466437,30038,186
466438,30039,211
466439,30040,704
466499,30041,636
466774,30035,908
469408,30043,1614
469624,30044,1308
469792,30045,924
469924,30046,708
470020,30047,247
470045,30052,1004
470102,30054,645
470237,30056,11
470244,30058,341
470262,30060,1360
470272,30064,2125
470442,30066,1630
470472,30067,2010
470482,30068,1760
470782,30252,334
470783,30094,145
470937,30055,630
471188,30062,1850
472642,30233,2992
476587,30071,204
476639,30072,6
476642,30281,1110
476646,30288,38
476650,30097,376
476651,30313,351
476663,30087,156
476684,30078,159
476696,30324,1706
476705,30319,1333
476709,30314,1269
476718,30075,566
476786,30076,556
476872,30080,1373
476964,30082,784
477068,30083,207
477082,30084,528
477164,30088,114
477283,30092,139
477315,30093,182
477342,30096,437
477469,30079,70
478711,30338,506
478713,30328,958
478723,30308,1854
478746,30303,243
478768,30297,369
478798,30345,1047
478807,30317,855
478825,30340,587
478834,30316,2970
478853,30312,1477
478862,30318,2781
478916,30326,819
478925,30315,1854
478972,30363,603
478994,30307,1053
479003,30305,2367
479058,30519,630
479071,30339,1386
479121,30273,90
479125,30341,775
479148,30354,454
479211,30236,975
479287,30327,1047
479317,30260,456
479398,30309,2718
479409,30329,639
479460,30360,221
479531,30306,1737
479576,30310,2034
479617,30350,338
479641,30342,1126
480800,30021,86
483801,30253,268
484470,30141,229
489181,30289,13
489389,30346,38
490213,30102,135
490214,30104,44
490248,30107,107
490258,30108,84
490280,30110,450
490410,30114,3549
490735,30115,3008
490865,30116,970
491095,30117,1722
491397,30180,209
491400,30187,208
491406,30135,394
491416,30101,224
491423,30103,45
491443,30106,110
494544,30120,120
494563,30121,95
494831,30122,81
494854,30124,27
494860,30125,63
494873,30126,287
494877,30127,278
494919,30132,1318
495031,30134,204
495127,30139,155
495291,30157,1254
495297,30183,37
495301,30189,660
495320,30184,34
495322,30188,1872
495338,30144,114
495352,30143,2200
495518,30152,151
495692,30168,80
495765,30153,86
496128,30175,44
496238,30178,42
496608,30145,391
499515,30147,46
499525,30165,1029
499532,30161,956
499567,30747,112
499816,30173,100
499820,30170,19
501589,30540,220
501591,30536,67
501605,30518,306
501615,30179,236
501711,30182,47
501826,30176,102
502923,30734,26
502969,30148,4
503230,30534,110
503440,30204,294
503493,30205,132
503565,30206,108
503589,30213,433
503601,30214,1650
503700,30215,2390
503997,30216,14
504003,30217,696
504177,30218,3
504193,30222,161
504216,30223,449
504267,30224,460
504606,30230,43
507471,30234,9
507474,30238,814
507821,30250,11
507837,30274,930
507869,30251,7
507933,30256,15
507939,30257,33
507943,30258,12
507948,30248,729
508216,30240,115
508217,30241,92
508811,30296,1032
509622,30349,2101
510821,30259,44
510872,30263,251
510903,30265,261
510933,30268,177
511120,30185,26
511122,30276,184
511138,30277,648
511339,30285,1
511340,30286,366
511350,30269,137
511534,30292,210
511539,30295,64
511543,31078,8
511613,31016,2
511615,31097,2
511617,31066,1
511804,31029,448
512326,30290,172
512386,30291,1022
512427,30293,64
514189,30311,1188
515334,30331,1615
515424,30344,579
515494,30337,86
516400,30336,54
522258,30401,32
522275,30410,2
522276,30445,80
522292,31002,56
522299,30474,76
522301,30473,3
522302,31027,20
522314,31539,46
522316,31513,22
522354,30436,70
522372,30413,12
522375,31018,2
522376,31082,54
522378,30441,7
522384,30810,15
522404,30417,25
522419,30420,2
522421,30421,14
522428,30439,17
522430,30458,142
522434,31321,72
522438,30460,1
522439,30425,45
522466,31096,33
522471,30833,8
522473,30457,5
522478,30477,4
522507,31021,1035
522534,31055,3
522589,30411,16
522638,30442,18
522639,30450,14
522729,31510,66
522758,31019,60
522768,31060,50
522835,31516,11
522860,30453,28
522862,31545,68
522894,30427,8
522896,31316,102
522927,30823,12
522930,31089,5
522932,31035,39
522960,30803,2
522976,30434,60
523016,31009,3
523017,31075,7
523048,30426,6
523084,30816,12
523180,30471,4
523331,31022,30
523397,30455,12
523421,31037,6
523446,30504,547
523519,30506,1280
523628,30507,445
523779,30510,36
523799,30511,54
523817,30512,605
523881,30516,28
523902,30501,504
524076,30517,108
524340,30520,12
524438,30513,695
525828,30521,16
525829,30522,27
525900,30528,935
526036,30529,555
526136,30530,125
526253,30533,73
526273,30541,38
526924,30542,177
526953,30545,14
526961,30546,46
526974,30547,141
527027,30548,183
527041,30549,3367
527364,30553,39
527588,30559,57
527607,30543,8
527734,30555,12
528369,30554,96
528487,30560,170
528529,30564,15
528542,30565,42
528560,30566,306
528676,31632,78
528760,30582,21
528768,30601,715
529043,30628,74
529045,30677,82
529046,30666,107
529047,30621,63
529050,30606,1959
529062,30680,341
529063,30605,1463
529147,30607,539
529523,30622,57
529597,30619,15
529626,30650,1995
529647,30655,2475
529662,30656,950
529767,30620,452
529921,30624,30
529941,30662,28
529943,30627,77
529950,30643,156
529956,30629,15
529959,30625,46
530471,30646,140
530475,30683,81
530565,30633,19
531435,30634,3
531576,30641,65
532426,30663,54
534206,30630,20
534251,30558,229
534307,30667,1
534517,30642,1023
534526,30631,14
534726,30648,144
535714,29643,2
535732,30669,16
535997,30678,25
536099,31024,174
536249,30705,210
536306,30710,34
536316,30711,8
536322,30720,608
536458,30725,10
536467,37404,76
536469,30741,396
536481,30736,432
536485,37412,106
536489,30750,27
536492,37421,282
536494,37350,18
536497,30721,816
536509,37377,33
536512,37405,118
536514,37415,94
536521,37363,108
536532,37411,90
536540,30707,32
536555,30728,80
536569,30730,1
536570,30753,24
536572,35967,7
536592,30701,816
537161,37323,1853
537213,37353,77
537218,37311,1496
537235,37307,322
537249,37325,18
537379,37361,4
537595,37362,24
538181,37369,14
538267,37302,17
538943,35960,13
539119,35989,4
539133,35978,3
539139,35984,8
539153,35968,2
539200,37406,88
539236,30755,31
539260,37419,56
539262,37403,20
539310,37416,56
539314,37410,14
539316,30742,9
539364,37407,40
539366,30739,17
539423,37408,22
539752,37409,18
541077,37317,4
541395,30731,6
541398,30733,15
541612,30752,288
541879,30735,3
541965,30757,40
542005,37347,198
542035,30808,18
542039,30820,23
542052,30828,15
542116,31094,3
542148,30805,24
542222,37397,17
542398,35966,10
542416,37374,2
542444,31087,243
542516,31036,24
542517,31750,25
542520,31774,7
542526,31512,2
542528,31006,104
542580,31063,108
542586,31057,21
542589,31069,2758
542615,31088,237
542639,31047,192
542657,31709,42
542666,31015,19
542667,31008,906
542867,31023,56
542879,31012,48
542895,31014,19
542913,31220,625
542946,31210,1455
542961,31017,45
542977,31044,56
542985,31025,8
542988,31783,2
542990,31079,3
542995,31798,1
543086,31031,56
543192,31032,414
543375,31735,18
543381,31046,12
543645,31068,3
543879,31780,4
543883,31764,4
544074,31719,12
544111,31091,4
544360,31711,8
544370,31030,86
544747,31070,10
544768,31028,820
544815,31806,7
545116,31092,63
545400,31061,488
545404,31216,625
545409,31204,1295
545419,31093,165
545444,31206,741
546346,31217,460
546376,31201,300
546401,31064,1078
546430,31211,480
546976,31085,2
549169,31038,17
549612,31801,4
550673,31076,20
550883,31794,16
550944,31793,2
550948,31790,7
550956,31749,4
550957,31714,12
551062,31533,72
551083,31535,104
551824,31331,81
551828,31305,57
551851,31320,1305
551866,31313,199
551893,31324,430
551960,31301,18
552880,31525,264
552892,31523,258
552904,31520,138
552946,31411,455
553500,31565,190
553547,31546,42
553860,31639,198
553961,31518,27
553979,31557,12
554102,31569,88
554134,31568,24
554355,32034,1
554380,31548,12
554436,31566,36
554502,31562,4
554506,32234,760
554520,32244,5446
554534,32068,2250
554539,32222,1764
554553,32210,7042
554586,32220,868
554628,32221,1890
554733,32219,1260
556460,32218,5936
558970,31626,12
558985,32340,294
559006,32331,69
559029,31792,128
559057,32344,308
559285,32052,275
559451,31757,92
559580,31647,12
560179,31701,240
560404,31705,228
560632,31707,345
560791,31763,112
560827,31721,285
561037,39827,18
561043,39828,132
561049,31796,20
561081,39842,99
561095,31779,12
561201,31791,24
561556,31825,52
561622,31803,8
561630,31807,6
561634,31907,1860
561664,31904,1155
561709,31901,300
561769,31811,255
561979,31903,240
561994,39854,200
562114,31816,450
562366,31820,575
562438,31909,960
562752,31906,570
564471,31833,416
565701,36310,70
567011,39867,15
567674,32024,1162
567926,32025,1134
568248,32033,16
569297,32044,77
569352,32055,896
569744,32038,28
569968,32054,4
569972,32693,656
570033,32653,750
570039,32609,492
570246,32117,112
570308,32092,8
570316,32640,365
570321,34788,1393
570328,34488,296
570332,32735,48
570333,34748,3787
570347,32139,340
570507,32141,565
570517,32132,110
570837,34785,1088
570869,33597,480
570930,34484,660
571115,32702,63
571515,34760,54
571772,34787,396
574103,32145,406
574493,32202,616
574759,32205,5656
575277,32206,2772
575725,32207,4172
576187,32208,4046
576663,32209,4844
577419,32211,4606
577895,32256,6272
577909,32254,1974
577951,32258,2982
577965,32216,4620
577993,32225,6468
578021,32246,6146
578035,32217,2450
578091,32204,1274
579855,32224,4158
579883,32233,1098
579901,32277,2926
580041,32223,2282
580395,32257,3444
580721,32259,1120
581085,32226,3164
585549,32250,406
607091,32305,8
607449,32321,81
607494,32327,156
607526,32343,150
607541,39819,120
607802,32347,182
607984,32348,351
608359,32409,93
608389,36312,4
608391,32445,18
608396,32443,65
608412,36343,7
608440,32439,1440
608593,32438,60
608631,39823,16
608633,32430,33
608644,32466,60
609695,32462,156
610031,32464,25
610045,36344,33
610097,36319,30
610129,32570,4464
610145,32583,3712
610369,32571,48
610721,32565,62
611197,32601,582
611383,32567,156
611470,32603,132
611500,32608,2196
611506,32696,552
611512,32607,1206
611518,32641,390
611530,32605,1266
611548,32606,744
611711,32669,686
615901,32732,234
616083,32759,70
616153,32773,992
616417,32771,1408
617913,32780,1520
618037,32796,492
618817,32839,60
618829,33897,2653
618843,33837,4067
618864,33896,2562
619032,34761,330
622989,32955,804
623233,33019,1720
624609,33020,864
624753,33021,1004
624789,33023,100
624797,33024,492
624869,33030,833
624974,33031,231
625634,33032,1862
625886,33026,8
627226,33034,315
627380,33035,1288
627387,33033,2555
627408,33042,20
627412,33050,517
630153,33331,525
630183,33332,300
630213,33312,28
630616,33326,1500
630631,33327,1140
632948,33527,770
633152,33543,784
633204,33556,1928
633412,33544,382
633414,33545,468
634528,33830,429
634612,33834,77
634654,33838,208
634953,33849,7
634959,33852,292
635291,34120,2805
635441,34110,1340
635451,34109,1030
635456,34119,2330
635471,34108,1635
639686,34117,810
639691,34113,1490
639696,34114,1900
639701,34103,1030
639706,34112,1560
639711,34102,870
640021,34104,1315
640026,34105,810
646006,34116,755
647296,34201,170
649396,34221,684
649933,34669,2115
650383,34667,7020
653473,34739,2
653475,34773,144
653733,34994,530
653903,34996,595
654063,34997,1125
655368,35121,154
655378,35049,187
655397,35146,420
655417,35020,240
655495,35022,606
655573,35023,219
655624,35094,312
655628,35033,45
655668,35188,78
655674,36756,144
655698,35490,36
655706,35111,195
655828,35080,816
655836,35051,34
655840,35042,20
655935,35178,32
655954,35096,735
656141,35160,15
656156,35756,357
656177,35952,98
656216,35172,42
656250,35117,390
656256,35116,95
656280,35473,590
656356,35953,96
656547,35043,6
656579,35476,185
656594,35475,540
656759,35550,40
656767,35130,10
656893,35501,143
656915,35503,121
656926,35124,528
656935,35064,867
657433,35244,3
657484,36251,17
657529,35504,297
657914,35215,30
657991,35126,15
657996,35758,441
658143,35143,72
658182,36265,770
658196,36250,132
658312,35907,18
658349,39702,165
658394,39705,240
658409,39701,150
658554,35470,20
658579,39341,5
658719,35447,30
659034,39740,16
659110,35594,72
659119,35555,102
659212,35548,2
659251,35570,165
659371,35651,5
659376,38843,720
659392,35572,72
659464,35616,18
659470,38876,15
659485,35660,78
659503,35630,210
659518,35633,120
659638,35601,180
659818,35603,180
659978,35610,10
659988,38469,35
659993,35611,253
660180,35613,209
660301,35614,55
660608,35757,105
660629,35618,6
660635,35619,30
660740,35634,75
660993,35647,3
660996,35652,24
661041,35739,24
661047,38477,45
661091,38449,24
661147,37334,242
661197,35643,17
661214,35648,18
661537,38478,180
661789,35772,4
661802,35761,48
661885,37398,490
661925,35760,20
661959,35988,8
662177,35901,36
662185,35904,44
662230,35959,10
662243,35961,7
662261,35983,7
662268,36701,140
662289,36013,6
662295,36117,880
662328,36116,385
662570,36111,275
662658,36106,407
662779,36109,363
663703,36703,21
663829,36081,210
663844,36079,180
663904,36048,10
664034,36054,30
664037,36105,88
664048,36104,77
664070,36108,77
664374,36037,115
664466,36035,9
664733,36323,9
665173,36110,132
665184,36107,209
665730,36353,4
665801,36830,357
665818,36832,323
666107,36879,17
666425,36201,30
666440,36203,630
666750,36272,200
666758,36258,48
666974,36280,96
667037,30113,162
667133,36274,126
667544,36322,18
667552,36340,26
667565,36453,4
667586,36352,22
667686,36401,49
667700,36460,28
667704,36444,29
667749,36784,36
667757,36726,36
667781,36445,4
667789,36545,68
667825,36560,16
667841,36544,30
667866,39367,10
667871,36578,24
667895,36610,6
667908,36783,6
667992,36874,38
668161,37010,18
668179,37172,1260
668200,37042,1936
668233,37040,1265
668332,37043,924
668474,37012,96
668570,38563,10
668572,37184,66
668578,37129,126
668584,37130,99
668602,37019,3
668616,37144,52
668629,37091,162
